c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
NAT,NR,I552_I553,RS	: 	: 	: 	441694 	378386 	324182 	343703 	333241 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I552_I553,SE	6111316 	6099580 	6131083 	6134788 	6274241 	5751494 	5509004 	5292345 b	5404172 	5424039 	5582934 	5155017 	5502596 	5051553 	6586282 	5620779 	5034731 	4571605 	3932842 	3610296 	1286132 	1270926 	3707422 	3739280 	: 	1270087 	1157128 	1091406 	1089069 	1187265 
NAT,NR,I552_I553,SI	769816 	: 	601111 	574304 	534388 	475232 	500884 	504746 b	467898 	457910 	456048 	428756 	378341 	355095 	353221 	349849 	381013 	371144 	375639 	335076 	328702 	327826 	341619 	262549 	261906 	282522 	268467 	246511 	: 	: 
NAT,NR,I552_I553,SK	941989 	810776 	782685 	738046 	663261 	600402 	646367 	626500 b	610410 	641495 	725058 	807106 	754479 	696882 	656209 	648964 	741334 	729536 	754713 	651866 	708585 	658008 	441351 	402442 	277872 	291637 	235186 	306345 	540990 	930089 
NAT,NR,I552_I553,TR	133665 	109985 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I552_I553,UK	: 	: 	: 	28080490 	28612750 	: 	28150000 	28900000 b	14288977 	15329689 	19123068 	16321762 	17414282 	17861508 	23068762 	11650000 	14300000 	15480000 	12910000 	16630000 	22520000 	17549500 	20400000 	37000000 	34613617 	31959842 	26400000 	27800000 	26400000 	26700000 
NAT,NR,I553,AT	419962 	412225 	378595 	363901 	315425 	266892 	269105 	259204 b	253379 	232890 	256367 	249841 	245539 	222155 	230975 	235095 	281705 	237918 	238018 	241563 	240000 	246068 	238590 	222112 	247769 	260374 	246731 	274561 	259039 	232263 
NAT,NR,I553,BE	345840 	375759 	311089 	299521 	293163 	282826 	295216 	334341 b	269961 	270694 	278482 	250588 	253675 	271596 	266197 	269103 	301143 	306081 	332564 	325297 	357552 	336626 	377529 	405905 	447465 	1065284 	1108433 	1135766 	: 	: 
NAT,NR,I553,BG	10341 	8248 	7887 	7780 	5785 	3517 	5761 	7937 b	12246 	9664 	9743 	17902 	17709 	21060 	21767 	19545 	20537 	18551 	26246 	28527 	35376 	42027 	40315 	41098 	46555 	64432 	63476 	70429 	51527 	177657 
NAT,NR,I553,CH	: 	: 	: 	589553 	548733 	476234 	495995 	508552 b	479568 	467409 	534553 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1541840 	1574979 	1539617 	1525045 
NAT,NR,I553,CY	470 	179 	1278 	176 	415 	1987 	2449 	3726 b	1406 	1859 	1550 	6563 	5615 	6386 	6492 	5660 	4970 	: 	6125 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,CZ	1223332 	1190663 	1049552 	980038 	943049 	786249 	750310 	714409 b	668860 	704075 	785963 	720239 	854157 	882854 	888418 	1020327 	906236 	558205 	879938 	778889 	1051817 	904785 	815529 	625002 	459017 	359092 	: 	: 	: 	: 
NAT,NR,I553,DE	9375766 	8983297 	7785350 	7491877 	7149450 	6630522 	6096103 	6040655 b	5764948 	5480599 	5698536 	5070317 	4636546 	4585894 	4631978 	4613475 	5189319 	4583207 	4539915 	4448757 	4578652 	4168434 	4448646 	4247666 	4783392 	5226667 	5183955 	5331633 	3658904 	3092833 
NAT,NR,I553,DK	977522 e	1010437 e	1001534 e	1056974 e	1048377 e	1027433 e	1024968 	1026930 b	1060188 	1070512 	1115493 	1168536 	1079703 	1026546 	1006349 	975880 	974565 	931192 	857633 	829664 	856361 	811965 	864967 	825296 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,EA	42486200 	40795197 e	38981764 e	36558327 	35601195 	33958139 	: 	32255539 b	33329930 e	32528160 e	33365683 e	30359145 e	: 	29728256 e	29136759 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,EE	780 	449 	638 	0 	0 	0 	0 	0 	82892 	82535 	66547 	84990 	90690 	95962 	63420 	55261 	25290 	16898 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,EL	161393 	152201 	132934 	141364 	128439 	125012 	140179 	137388 b	166184 e	168100 e	171399 e	159604 	134227 	106240 	130979 	103414 	82321 	83912 	107362 	127408 	93325 	109180 	112709 	107393 	105891 	116984 	: 	: 	: 	: 
NAT,NR,I553,ES	5520738 	5179349 	5215152 	4883031 	4476474 	4254403 	4074307 	4027993 b	4210046 	4151591 	4234421 	4199800 	4264191 	4490712 	4491350 	4513264 	4669805 	3855522 	4104443 	3736237 	3485481 	2927525 	2639377 	3120316 	2955077 	2714577 	2877963 	1787887 	1725750 	1410616 
NAT,NR,I553,EU27_2007	67827590 e	65198439 e	62936211 e	59301518 	58634146 	56813500 e	55602805 	54428022 b	50519864 e	50464956 e	54321901 e	48138437 e	: 	48907921 e	54264866 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,EU27_2020	49769244 	48032767 e	46093684 e	43646529 	42681934 	40299168 	: 	38153111 b	39195379 e	38511833 e	40290992 e	36282102 e	: 	35643879 e	36652465 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,EU28	67918252 e	65277562 e	63006166 e	59371879 	58705184 	56874168 e	55663526 	54483111 b	50571661 e	50510807 e	55176232 e	48185621 e	: 	48950196 e	54309235 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,FI	747453 	728424 	720031 	743185 	733306 	772927 	790462 	765002 b	838050 	815533 	835572 	826265 	899900 	923103 	870249 	915721 	893683 	937793 	915646 	899427 	923172 	897612 	933154 	862336 	1033400 	1013810 	980955 	: 	: 	: 
NAT,NR,I553,FR	17098110 	16325593 	16214882 	14338670 	14288491 	13360328 	12941998 	12553832 b	12574312 	12132740 	12273336 	10798886 	10387154 	10685701 	10291318 	9861688 	10301525 	9625069 	9922692 	10060645 	10163986 	10227155 	: 	: 	11031844 	11122068 	10501604 	10759017 	10321103 	10043309 
NAT,NR,I553,HR	90662 	79123 	69955 	70361 	71038 	60668 	60721 	55089 b	53003 	47065 	: 	48336 	58978 	45863 	45683 	49498 	51770 	51709 	50378 	54468 	48639 	49204 	45910 	38386 	32923 	36011 	25303 	: 	: 	: 
NAT,NR,I553,HU	307070 	293281 	282571 	280285 	239353 	222870 	209503 	198442 b	162053 	166320 	187863 	160383 	160325 	138818 	124948 	142604 	175825 	156690 	158753 	138853 	150714 	168253 	149890 	148314 	174251 	184554 	: 	: 	: 	: 
NAT,NR,I553,IE	292747 e	339592 e	: 	111933 e	156891 e	117961 e	: u	139103 u	412000 	560000 	: 	323000 e	: 	: 	: 	: 	: 	293000 	: 	210000 	170000 	165000 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,IS	232661 	: 	: 	173430 	183703 	276609 	75880 	195410 b	183326 	18579 	234893 	172341 	154271 	156036 	137554 	147644 	141078 	: 	: 	: 	: 	: 	109019 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,IT	4158263 	4082902 	4188407 	4088150 	4043769 	3979232 	3889666 	4150420 b	4856562 	4719306 	4922604 	4662136 	4676026 	4334983 	4264919 	4179251 	4439179 	3973808 	4063160 	3978052 	3784777 	3776072 	3773054 	3720916 	3699339 	3681903 	3509651 	3417781 	3283377 	3153561 
NAT,NR,I553,LI	13 	14 	1 	0 	1 	2 	1 	0 	28 	40 	0 	61 	59 	84 	: 	84 	: 	28 	117 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,LT	33829 	29901 	18914 	16939 	20337 	21766 	18505 	17289 b	16974 	17106 	23639 	24992 	27060 	22724 	22008 	9335 	11951 	12262 	10200 	7351 	10963 	9617 	10924 	7926 	8388 	7333 	: 	: 	: 	: 
NAT,NR,I553,LU	7896 	5739 	7114 	6605 	7903 	7875 	4138 	3045 b	2703 	2094 	2498 	2269 	2323 	5561 	6596 	6030 	5798 	4617 	6952 	6708 	8578 	4588 	4267 	4468 	5579 	3181 	3178 	2938 	3589 	2884 
NAT,NR,I553,LV	55014 	47902 	40854 	43781 	36549 	93820 	85582 	63357 b	42521 	40676 	28900 	71563 	44327 	47087 	38163 	30274 	40968 	38093 	14770 	15148 	8686 	8539 	13319 	2697 	3668 	: 	: 	: 	: 	: 
NAT,NR,I553,ME	: 	: 	266 	718 	123 	: 	: 	393 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,MK	12208 	13516 	10404 	8012 	7514 	10171 	11406 	15359 b	15659 	14898 	15283 	16841 	: 	: 	: 	: 	: 	16784 	9587 	20965 	20035 	25608 	19177 	18109 	25593 	27994 	33175 	34599 	37879 	40286 
NAT,NR,I553,MT	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,NL	2952027 	2837917 	2626460 	2848161 	2850442 	3023986 	3118418 b	2710960 b	2676400 	2749300 	2793100 	2515800 	2735800 	2715100 	2700800 	2714800 	2966600 	2583200 	2561000 	2593000 	2862000 	2476000 	1982000 	2144000 	2291000 	2133000 	2079200 	2359700 	2200700 	2263900 
NAT,NR,I553,NO	: 	: 	: 	3670170 	3405696 	3454391 	3378847 	3987974 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	3294323 	3192501 	3192934 	3114501 	3114502 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,PL	286608 	319397 	264760 	243737 	253030 	206878 	224206 	206233 b	136193 	140246 	151118 	150614 	143853 	142479 	127799 	122999 	306894 	282865 	274664 	310738 	468622 	410833 	399118 	445346 	566353 	494255 	: 	: 	: 	: 
NAT,NR,I553,PT	1076781 	1031678 	1005033 	983890 	908977 	854364 	902896 	937015 b	952676 	977551 	1105311 	1028170 	987375 	989305 	930111 	861372 	913487 	867597 	779485 	804404 	819204 	801980 	775740 	780233 	778490 	765765 	689422 	762677 	779922 	758903 
NAT,NR,I553,RO	99980 	80063 	81453 	78886 	82139 	52246 	57231 	70392 b	62018 	74082 	74619 	97728 	89170 	78802 	61773 	93660 	83339 	85941 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,RS	: 	: 	: 	3852 	3646 	2973 	2718 	2521 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,SE	4287529 	4256358 	4354208 	4370141 	4437968 	3981168 	3809850 	3537494 b	3651848 	3631678 	3761866 	3377315 	3672732 	3246282 	4859638 	3903499 	3243808 	2715179 	2587923 	2275954 	: 	: 	2418147 	2450084 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,SI	185978 	: 	164444 	154780 	151945 	134175 	150912 	154235 b	157135 	150644 	159819 	150422 	135389 	131291 	131124 	129942 	144055 	111586 	122242 	133281 	132151 	135158 	135563 	117953 	114325 	118229 	109682 	91111 	: 	: 
NAT,NR,I553,SK	53153 	56543 	46419 	42363 	39219 	30063 	39887 	38620 b	38321 	43738 	81194 	48732 	52826 	50174 	50328 	60645 	80691 	71997 	74524 	70278 	78276 	75999 	52505 	57243 	42635 	79104 	95638 	134975 	308102 	464705 
NAT,NR,I553,TR	97546 	75471 	: 	131897 	22897 	20205 	3511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,NR,I553,UK	: 	: 	: 	15725350 	16023250 	: 	16575000 	16330000 b	11366683 	11988209 	14628598 	11892404 	13331619 	13228745 	17636400 	6670000 	7920000 	9080000 	7340000 	8640000 	11370000 	7555800 	10000000 	27500000 	26222440 	24617718 	19704724 	20679134 	20419291 	20635824 
NAT,PCH_PRE,I551,AT	2.13 	3.18 	2.37 	4.77 	3 	2.22 	0.6 	3.84 	1.83 	5.79 	2.51 	3.09 	6.43 	7.3 	4.49 	2.5 	2.4 	0.4 	5.1 	6 	6.1 	5.3 	3.6 	2 	2.8 	3.1 	0.6 	0.1 	6.4 	3.4 
NAT,PCH_PRE,I551,BE	3.18 	6.89 	3.84 	0.5 	3.09 	5.78 	3.7 	-1.99 	7.82 	11.93 	4.41 	7.1 	10.83 	9.8 	7.08 	4.2 	0.8 	0.5 	2.2 	10 	7 	5.6 	6.8 	4.2 	9.8 	11.3 	-0.1 	: 	: 	: 
NAT,PCH_PRE,I551,BG	6.03 	1.69 	-0.33 	11.39 	7.75 	4.44 	6.5 	9.29 	12.3 	-4.94 	-13.98 	9.58 	16.01 	11.63 	14.51 	5 	5.6 	12.2 	-8.9 	4.6 	-10 	10.8 	-17 	-14.1 	-0.7 	-11.7 	-15.3 	10.2 	-49.3 	: 
NAT,PCH_PRE,I551,CH	: 	: 	: 	1.84 	1.51 	1.77 	1.7 	0.48 	1.58 	4.18 	-1.61 	2.85 	3.4 	5.7 	: 	: 	: 	0.2 	3.2 	6 	5.3 	3.8 	5.8 	-0.6 	-0.9 	2.8 	-1.9 	-4.4 	3.3 	0 
NAT,PCH_PRE,I551,CY	8.2 	11.97 	-1.09 	4.64 	2.12 	-1.4 	-13.3 	-7 	-10.95 	2.93 	12.15 	-1.21 	5.12 	13.3 	0.67 	11.5 	6.5 	13.5 	18.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,CZ	4.19 	7.68 	9.95 	9.78 	13.53 	0.14 	0 	23.05 	7.51 	2.4 	-5.75 	4.18 	5.55 	6.11 	1.27 	-3.3 	0.7 	4.4 	-3.1 	7.5 	1.6 	-10.3 	11.1 	38.7 	16.5 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,DE	3.31 	3.08 	3.78 	3.26 	3.21 	3.41 	1.3 	2.9 	6.02 	5.63 	0.11 	2.15 	3.76 	3.56 	3.45 	3.8 	0 	-3.1 	0.1 	5.8 	6.3 	3.6 	2.4 	2.4 	5 	2.1 	-1.2 	12.4 	4 	7.5 
NAT,PCH_PRE,I551,DK	7.82 e	3.05 e	3.79 e	5.71 e	8.44 e	6.22 e	2.9 	2.69 	7.21 	6.25 	-9.1 	-2.57 	10.35 	9.86 	8.07 	6.2 	-2.5 	3.1 	0.4 	4 	1.8 	4.1 	-0.7 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EA	3.09 	2.44 e	3.64 e	2.92 	3.89 	2.53 	: 	0.21 	2.99 	2.85 	-0.73 	-1.25 	: 	5.09 e	0.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EE	5.09 	4.83 	8.74 	7.9 	7.56 	8.2 	7.3 	5.5 	9.18 	9.23 	-14.9 	-2.59 	18.27 	33.47 	11.29 	25.5 	22.5 	-18.3 	4.6 	9.2 	-3 	35.1 	10.7 	-2.9 	9.8 	78.9 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EL	0.37 	20.25 	1.82 	4.39 	3.75 	0.32 	4.98 	-16.72 	-8.19 	-6.47 	5.52 	0.26 	13.42 	3.28 	6.57 	-1.5 	3.4 	-1.1 	-5.3 	3.9 	1.6 	2.9 	14.5 	-0.2 	2.1 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,ES	3.07 	1.41 	1.84 	4.25 	6.36 	4.96 	-1.1 	-6.11 	-0.88 	2.43 	-4.45 	-2.88 	2.52 	14.05 	6.09 	11.1 	6.1 	1.1 	2.4 	1.1 	24.3 	9.6 	7.5 	2.7 	5 	5.2 	-1.1 	-9.8 	2.3 	5.3 
NAT,PCH_PRE,I551,EU27_2007	3.69 e	2.75 e	4.34 e	3.06 	3.64 	2.37 e	0.35 	3.64 	2.71 	1.18 	-0.64 	0.78 	: 	3.09 e	5.19 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EU27_2020	3.5 	2.87 e	3.93 e	3.74 	4.61 	2.7 	: 	0.54 	3.3 	3.09 	-1.37 	: 	: 	5.57 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,EU28	3.7 e	2.76 e	4.34 e	3.07 	3.65 	2.36 e	0.35 	3.62 	2.71 	1.16 	-0.68 	0.79 	: 	3.09 e	5.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,FI	4.87 	1.3 	3.84 	2.3 	3.22 	-1.66 	-1.6 	0.32 	2.85 	5.03 	-3.62 	2.3 	5.12 	4.28 	3.69 	5.9 	1.7 	-2.1 	0.5 	2.5 	1.6 	4 	4.4 	3.7 	7.9 	4.1 	: 	: 	: 	: 
NAT,PCH_PRE,I551,FR	4.5 	-0.76 	3.18 	1.84 	2.37 	-2.15 	-0.2 	-1.19 	3.59 	1.47 	-0.59 	0.18 	2.64 	1.61 	4.82 	5 	1.7 	-1.3 	6.4 	12.3 	2.5 	: 	: 	: 	2.6 	0.9 	-1.9 	7.6 	-0.6 	5.1 
NAT,PCH_PRE,I551,HR	8.05 	8.38 	0.94 	6.2 	8.26 	-1.74 	0 	-5.61 	3.35 	-6.02 	-14.08 	1.61 	7.07 	3.5 	2.38 	5.5 	4.7 	8.9 	-10.2 	-4.5 	-1.4 	-0.6 	3 	6.6 	1.4 	19.8 	: 	: 	: 	: 
NAT,PCH_PRE,I551,HU	2.75 	7.02 	6.64 	6.77 	9.77 	11.81 	7.6 	7.21 	0.52 	2.03 	-7.45 	3.92 	5.99 	8.24 	13.3 	3 	4.7 	5.8 	0.6 	5.2 	8.3 	51.1 	4.5 	1.5 	-3.4 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IE	-0.74 e	: 	: 	-8.83 e	1.89 e	7.96 e	-2.2 e	126.87 e	-5.64 	-12.44 	-2.1 u	: 	: 	: 	: 	: 	: 	: 	: 	2.8 	-0.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IS	: 	: 	: 	17.57 	2.41 	5.83 	8.9 	4.67 	3.32 	4.19 	-10.12 	-1.31 	11.9 	6.63 	12.47 	5.2 	4 	6.7 	-5.8 	-10.7 	8.1 	5.7 	15.4 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,IT	0.95 	3.15 	3.36 	2.02 	5.64 	1.92 	-2.6 	-2.87 	1.62 	1.5 	0.46 	0.5 	1.79 	2.97 	1.3 	4.1 	3 	-1.6 	1.8 	4 	2.7 	1.8 	0.8 	1.2 	-1 	3 	-3.2 	1.3 	1.5 	2.7 
NAT,PCH_PRE,I551,LI	1.67 	-3.51 	0.67 	95.52 	22.1 	-33.98 	-59.2 	-35.86 	26.45 	-4.42 	14.78 	36.28 	-0.22 	4.58 	-19.54 	32.9 	17.6 	-23.4 	-0.4 	51.4 	-29.2 	2.9 	109.3 	35.6 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,LT	12.42 	10.78 	12.61 	5.7 	9.69 	9.42 	10.5 	12.84 	15.01 	9.05 	-26.7 	-0.38 	22.34 	33.66 	34.54 	47.6 	12 	10.7 	-1 	-4 	-13.8 	7.2 	2.5 	-11.5 	-0.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,LU	0.66 	17.36 	2.58 	3.2 	-1.18 	1.97 	57.5 	29.38 	-1.29 	12.44 	0.57 	-3.73 	7.73 	-1.56 	20.39 	3.5 	5.2 	9.9 	11.1 	-3.1 	18.6 	-4.8 	4.4 	-0.8 	1.6 	-14.6 	7.9 	-5 	1.3 	4.9 
NAT,PCH_PRE,I551,LV	0.38 	12.65 	5.99 	4.43 	11.45 	17.14 	6.3 	-16.84 	20.11 	17.56 	-37.42 	-10.64 	29.22 	18.23 	23.16 	11.8 	14.1 	7.4 	2.8 	3.1 	-2.1 	0.3 	26.2 	17 	1.1 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,ME	: 	: 	15.7 	1.22 	: 	: 	: 	-6.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,MK	5.81 	20.54 	3.63 	10.38 	9.38 	8.66 	2.7 	3.37 	3.13 	-11.93 	-1.13 	: 	: 	: 	: 	: 	: 	29.2 	-38.8 	14.3 	-13.6 	9.8 	-5 	-3.2 	-6.9 	-0.5 	11.1 	-3 	18.4 	: 
NAT,PCH_PRE,I551,MT	8.86 	10.48 	10.53 	-4.06 	1.33 	4.83 	-4.8 	7.46 	-8.92 	-0.28 	11.66 	-1.18 	6.12 	28.61 	-10.06 	-1.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,NL	0.56 	3.85 	8.01 	7.57 	2.2 	5.56 	5.2 	0.77 	3.34 	4.03 	-3.53 	-0.52 	11.12 	14 	4.87 	7.3 	-1.8 	-1.1 	-2.6 	3.2 	7.1 	20.7 	14.3 	6.1 	19.7 	4.1 	17.4 	-0.8 	4.4 	12.1 
NAT,PCH_PRE,I551,NO	: 	: 	: 	3.39 	2.31 	-0.42 	0.3 	5.17 	6.54 	2.04 	-0.66 	-1.15 	3.99 	4.99 	5.7 	4.6 	-0.4 	-2 	2 	1 	1 	6 	1.5 	1.3 	8.7 	1.7 	6.4 	2.2 	5.9 	4.6 
NAT,PCH_PRE,I551,PL	7.04 	6.53 	6.87 	12.45 	9.36 	10.81 	6 	1.23 	8.34 	11.42 	0.86 	9.92 	14.39 	11.16 	8.48 	29.8 	5.5 	5.5 	-8.5 	23.6 	-23.2 	4.7 	6.1 	15.1 	20.8 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,PT	5.74 	1.91 	5.59 	5.34 	6.42 	12.23 	3.5 	-6.08 	-1.61 	3.81 	2.29 	1.63 	9.48 	3.1 	6.89 	4.7 	0.8 	4.8 	1.4 	2.9 	6.2 	7.6 	6.1 	5.9 	3.9 	2.2 	-2.6 	3.3 	0.4 	6.5 
NAT,PCH_PRE,I551,RO	5.94 	6.43 	8.22 	9.59 	16.02 	4.59 	2 	-9.16 	17.4 	-2.17 	-13.96 	4.52 	12.64 	11.24 	4.44 	9 	3.7 	-2 	-2.3 	-7.8 	-8.7 	-1.4 	-16 	-8.3 	-1.8 	-6.6 	-2.1 	-20.5 	-19.4 	: 
NAT,PCH_PRE,I551,RS	: 	: 	: 	11.1 	12.74 	-6.42 	0.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,SE	5.51 	3.07 	3.13 	5.64 	5.93 	4.1 	3.2 	1.67 	2.74 	5.58 	-1.64 	0.92 	5 	6.95 	5.58 	1.5 	-0.2 	-2.2 	0.3 	2.3 	4.4 	6.4 	0.3 	-0.2 	7.1 	17.3 	5.2 	-1.4 	-8 	-3.7 
NAT,PCH_PRE,I551,SI	: 	: 	7.03 	3.57 	7.83 	2.06 	-2.1 	-4.49 	4.83 	-3.47 	0.83 	22.94 	8 	5.41 	-1.64 	0.9 	-0.1 	-1.1 	-8.6 	-1.3 	8.6 	-2.8 	-10.3 	-2.9 	2.9 	2.3 	10 	: 	: 	: 
NAT,PCH_PRE,I551,SK	18.45 	3.66 	7.47 	15.73 	17.23 	-4.38 	7 	7.75 	5.57 	5.06 	-9.94 	12.16 	4.81 	1.19 	5.2 	-4.1 	-5.7 	10.8 	9.1 	-2.3 	1.5 	16.5 	-8 	13 	14.7 	40.2 	-24.2 	-32.3 	-26.3 	: 
NAT,PCH_PRE,I551,TR	2.87 	: 	: 	11.61 	16.94 	1.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551,UK	: 	: 	: 	-2 	: 	: 	-1.64 	30.04 	-2.05 	-12.16 	4.37 	-1.6 	0.48 	-11.08 	9.38 	-7.5 	-9.8 	4.9 	1.4 	53.3 	16.6 	-16.4 	-18.4 	2.8 	12.6 	20.5 	-4.7 	1.3 	-3 	33.6 
NAT,PCH_PRE,I551-I553,AT	2.08 	3.21 	2.15 	5.15 	3.56 	2.18 	0.39 	3.62 	2.25 	4.56 	2.83 	3.24 	5.64 	6.15 	3.65 	1 	3.7 	0.8 	4.2 	5.1 	5.4 	5.9 	3.7 	0.8 	2 	2.5 	0.2 	1 	6.1 	2.4 
NAT,PCH_PRE,I551-I553,BE	3.24 	6.38 	2.66 	3.17 	10.94 	4.42 	2.5 	3.08 	5.56 	6.85 	3.13 	3.89 	5.45 	5.11 	2.79 	1.5 	0.9 	-0.3 	2.1 	5.4 	3.7 	-1.1 	1.8 	2.2 	3.7 	4.2 	0.8 	: 	: 	: 
NAT,PCH_PRE,I551-I553,BG	5.93 	2.2 	-0.1 	11.56 	8.25 	4.22 	5.8 	13.22 	11.56 	-5.45 	-12.82 	8.33 	15.18 	16.32 	14.64 	4.9 	6.3 	9 	-8.3 	1.8 	-10.7 	10.5 	-19 	-13.5 	-2.3 	-9.6 	-16.3 	6.5 	-52 	: 
NAT,PCH_PRE,I551-I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.2 	5.9 	5.2 	3.9 	5.8 	-0.6 	-0.9 	-37.2 	-1.8 	-2.3 	-15.8 	-1 
NAT,PCH_PRE,I551-I553,CY	8.25 	11.7 	-0.85 	4.58 	1.75 	-1.49 	-13.4 	-7 	-11 	2.97 	11.56 	-1.04 	4.71 	13.24 	0.86 	11.5 	7.8 	11.6 	19.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,CZ	4.44 	8.09 	8.52 	6.82 	13.31 	-0.86 	1.4 	20.51 	5.2 	-1.27 	-3.77 	-1.51 	-0.13 	4.38 	-2.16 	-1.8 	10.5 	-3.5 	-3.5 	-0.8 	-3.2 	-0.8 	15.5 	57.5 	20.9 	: 	: 	: 	: 	: 
NAT,PCH_PRE,I551-I553,DE	3.69 	4.07 	3.68 	3.3 	3.27 	3.46 	1.1 	2.84 	5.29 	4.2 	-2.33 	2.54 	1.59 	2.62 	2.91 	4.6 	1.1 	-2 	0.4 	5 	6 	3.1 	2.5 	1.5 	2.7 	2.3 	-0.9 	15.6 	6.5 	9.9 
NAT,PCH_PRE,I551-I553,DK	5.22 e	2.78 e	1.06 e	4.8 e	6.85 e	3.28 e	1.5 	0.77 	4.3 	1.54 	-6.84 	0.41 	8.03 	6.58 	5.62 	3.4 	-0.4 	4.6 	1.3 	1 	2.3 	1.4 	0.7 	: 	: 	: 	: 	: 	: 	: 
