c_resid,unit,nace_r2,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
TOTAL,PCH_PRE,I551,AT	2.63 	3.21 	3.73 	4.33 	4.71 	2.3 	1.82 	4.24 	3.86 	4.75 	-1.51 	4.24 	3.92 	4.24 	3.69 	2.4 	2.1 	1.2 	1.8 	4.5 	1.5 	4.3 	-0.2 	1 	-1.6 	-0.1 	-3.3 	0.3 	0.3 	4.7 
TOTAL,PCH_PRE,I551,BE	2.2 	6.45 	9.33 	-8.02 	1.7 	3.83 	2.2 	-0.08 	6.26 	8.14 	-2.63 	3.62 	3.99 	6.27 	2.37 	2.9 	-0.6 	3 	0 	5.4 	3.7 	3.8 	5.8 	7 	6.1 	7.4 	-2.8 	: 	: 	: 
TOTAL,PCH_PRE,I551,BG	4.92 	4.28 	3.65 	14.77 	5.22 	1.75 	6.7 	8.64 	14.01 	0.72 	-13.23 	4.79 	12.44 	8.63 	14.49 	13 	17.7 	15.2 	0.2 	11.8 	-11.6 	8.2 	-15.4 	-11.5 	-6.3 	-12.1 	-8.4 	17.7 	-53.4 	: 
TOTAL,PCH_PRE,I551,CH	: 	: 	: 	0.28 	1.56 	8.94 	-3.3 	0.42 	0.16 	4.1 	-2.71 	2.33 	5.54 	7.31 	: 	: 	: 	-4.2 	-1.3 	7.8 	2 	2.8 	5.1 	-2.1 	-3.7 	2.2 	-3.2 	-0.8 	-3.1 	2.3 
TOTAL,PCH_PRE,I551,CY	2.06 	7.88 	7.89 	17.93 	-2.2 	-0.77 	-5.5 	2.46 	2.75 	7.11 	-1.88 	-1.23 	1.77 	3.22 	1.29 	-2.1 	-8 	-9.6 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,CZ	3.57 	5.22 	9.42 	8.11 	9.5 	1.57 	1.3 	16.56 	7.04 	4.87 	-7.47 	1.97 	5.52 	3.33 	4.39 	9.4 	2.5 	-4.9 	8.8 	2.7 	1.7 	-4 	9.7 	32.6 	17.4 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,DE	2.9 	3.15 	4.18 	2.89 	3.91 	3.68 	1.9 	3.8 	6.02 	6.84 	-0.58 	1.9 	3.81 	4.86 	4.05 	5 	0.4 	-2.6 	-1 	6.9 	5.8 	3.9 	3 	2.5 	4.7 	2 	-2.7 	10.2 	0.8 	7.4 
TOTAL,PCH_PRE,I551,DK	6.18 e	3.35 e	3.7 e	4.29 e	4.88 e	6.72 e	3.8 	4.34 	8.43 	9.47 	-8.45 	-2.31 	4.85 	5.99 	4.02 	5.8 	-0.7 	0.5 	-0.6 	4.6 	-0.3 	1.7 	0 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,EA	2.44 	3.54 e	5.23 e	3.07 	4.48 	3.61 	: 	0.74 	4.92 	4.41 	-2.18 	-1.66 	: 	5.5 e	0.43 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,EE	4.47 	0.84 	5.6 	6.59 	0.42 	3.13 	4.2 	3.41 	12.92 	12.4 	-7.14 	2.5 	3.21 	6.43 	6.02 	28.1 	10.8 	-1.3 	7.5 	15 	10.6 	17.9 	26.8 	12.8 	6.8 	28.7 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,EL	1.29 	27.62 	10.21 	2.8 	6.08 	8.81 	10.4 	-11.33 	3.25 	-0.34 	1.72 	-0.45 	14.77 	4.58 	10.06 	-2.8 	0.9 	-3.2 	-7.9 	5.9 	0.3 	5.3 	14 	-2.6 	-2.8 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,ES	3.23 	1.47 	3.95 	7.1 	6.15 	4.76 	1 	-2.82 	4.25 	6.16 	-7.05 	-1.7 	3.14 	15.9 	5.68 	6.9 	4.4 	-0.1 	1 	1.2 	28 	10.1 	7.4 	3.5 	5.6 	10.6 	0.7 	-4.8 	0.6 	0.4 
TOTAL,PCH_PRE,I551,EU27_2007	2.97 e	3.55 e	5.57 e	3.01 	4.46 	2.93 e	2.31 	3.04 	4.31 	3.33 	-2.1 	-0.31 	: 	4.1 e	4.79 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,EU27_2020	2.75 	3.76 e	5.39 e	3.81 	4.98 	3.3 	: 	1.26 	4.87 	4.64 	-2.72 	: 	: 	5.5 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,EU28	2.99 e	3.58 e	5.6 e	3.02 	4.49 	2.94 e	2.32 	3.04 	4.34 	3.34 	-2.14 	-0.31 	: 	4.07 e	4.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,FI	3.95 	1.07 	6.27 	3.65 	1.67 	-1.88 	-1.2 	1.74 	5.32 	4.97 	-5.64 	2.02 	5.58 	6.06 	2.92 	4.7 	1.3 	-1.3 	0.7 	3.9 	0.6 	3.6 	4.6 	1.9 	4.9 	6.4 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,FR	1.71 	1.67 	4.8 	0 	2.27 	-1.21 	2.6 	-0.27 	3.26 	1.77 	-3.54 	-0.92 	2.73 	-1.25 	4.25 	4.9 	-2.4 	0.1 	5 	9.9 	4.8 	: 	: 	: 	1.6 	1.7 	-3.9 	9.3 	-1.1 	5.4 
TOTAL,PCH_PRE,I551,HR	5.83 	6.47 	8.5 	4.46 	7.11 	4.01 	2.8 	3.06 	7.88 	4.57 	-7.2 	-0.11 	5.04 	0.7 	9.34 	8.1 	3.6 	7.4 	2.2 	29.9 	-12.2 	2.4 	20.3 	45.3 	-26.2 	33.2 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,HU	2.98 	6.07 	6.15 	7.01 	7.85 	7.97 	6.1 	9.72 	4.75 	4.7 	-8.13 	3.02 	5.02 	1.65 	9.54 	8.5 	1 	2.4 	1.6 	7 	1.9 	26.8 	1.2 	3.1 	-1.4 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,IE	1.83 e	: 	: 	-2.68 e	5.8 e	6.6 e	-2.5 e	35.89 e	1.68 u	-10.89 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	36.8 	4.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,IS	: 	: 	: 	25.15 	27.39 	17.99 	15.9 	8.09 	14.45 	2.79 	0.92 	1.9 	10.15 	9.87 	6.58 	7.3 	9.1 	9.4 	0.4 	-0.3 	7.9 	10.5 	14.4 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,IT	1.06 	3.18 	3.92 	1.39 	5.67 	1.94 	0 	-0.49 	4.64 	3.99 	-1.08 	-1.14 	2.65 	5.36 	2.1 	5 	0 	-0.6 	1.5 	5.9 	2.5 	2.4 	0.8 	3.2 	3.7 	8.1 	-1.1 	1.5 	-0.7 	2.3 
TOTAL,PCH_PRE,I551,LI	16.1 	4.48 	14.69 	24.24 	-9.15 	2.02 	-4 	-1.15 	7.82 	-4.73 	-9.78 	1.15 	6.05 	10.08 	1.9 	-0.2 	0.9 	-13.9 	-8.1 	4.1 	-0.1 	3.7 	2.7 	-5.2 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,LT	11.18 	9.06 	7.19 	6.96 	4.5 	7.39 	9.5 	11.59 	17.83 	10.37 	-20.95 	4.16 	15.44 	19.22 	23 	40.8 	12.2 	11.5 	11.6 	0.6 	-10.1 	9.1 	10.3 	4.7 	-6.2 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,LU	-0.37 	0.5 	-2.46 	-2.04 	3.92 	8.75 	2.1 	13.66 	4.43 	0.57 	-3.27 	-4.46 	5.02 	0.87 	9.19 	5.4 	-2.6 	4 	-1.6 	1.4 	10.7 	2.9 	10 	-6.7 	0.8 	-3.4 	3.3 	-5.5 	-1.7 	-2.1 
TOTAL,PCH_PRE,I551,LV	0.2 	9.5 	10.94 	5.41 	6.73 	15.8 	12 	-4.62 	20.67 	17.09 	-24.8 	1.84 	12.11 	12.57 	28.17 	22.4 	14.3 	9.1 	12.6 	7.5 	-0.3 	4.7 	20.8 	8.8 	-2.6 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,ME	: 	: 	18.4 	11.28 	: 	: 	: 	1.29 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,MK	7.18 	14.03 	18.01 	8.03 	14.51 	6 	11.5 	6.42 	21.06 	-1.2 	1.27 	: 	: 	: 	: 	: 	: 	27.3 	-46.8 	17.3 	0.9 	16.4 	-4.5 	-5.8 	: 	: 	4.9 	-15 	-21 	: 
TOTAL,PCH_PRE,I551,MT	1.77 	8.34 	13.09 	1.57 	2.59 	5.83 	7.4 	0.61 	5.07 	14.72 	-8.68 	2.37 	3.73 	1.03 	-2.37 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,NL	3.11 	3.76 	10.92 	6.55 	4.56 	7.44 	6.4 	1.77 	3.38 	7.73 	-3.51 	-3.81 	6.65 	10.06 	5.57 	8.4 	-4.3 	-0.7 	-3.2 	2.8 	4.3 	20.6 	18.7 	5.2 	13.4 	10.9 	6.3 	2.7 	-1.1 	11.1 
TOTAL,PCH_PRE,I551,NO	: 	: 	: 	5.73 	4.56 	0.31 	2.2 	3.51 	7.19 	3.6 	-2.49 	-2.4 	3.48 	5.5 	5.23 	4.7 	-1.6 	-2.7 	0.4 	0 	1 	5.6 	0.6 	-0.6 	7.5 	3.4 	6.7 	5.1 	6.5 	4.6 
TOTAL,PCH_PRE,I551,PL	6.61 	5.8 	6.71 	12.32 	7.92 	9.02 	6.4 	3.91 	7.88 	10.54 	-0.69 	4.73 	10.47 	7.35 	9.01 	28.2 	5.9 	4.2 	-5.8 	24.5 	-24.3 	0 	2.3 	12.2 	16 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,PT	5.31 	0 	9.64 	8.74 	8.12 	13.87 	7.3 	-1.02 	3.41 	4.81 	-2.98 	1.86 	8.15 	6.51 	4.87 	5.4 	-1.2 	3.6 	-1.3 	3.6 	2.1 	11.7 	6.1 	3.6 	4.5 	7.8 	-5.6 	-2 	4.3 	7.4 
TOTAL,PCH_PRE,I551,RO	3.22 	5.14 	8.78 	9.72 	15.98 	6.49 	2.3 	-6.48 	16.35 	-0.51 	-13.71 	2.12 	12.57 	7.61 	4.73 	12.1 	5.3 	0.4 	-1 	-5.1 	-7.5 	-1.6 	-13.1 	-7.2 	-24.1 	21.9 	-7 	-78.9 	215.8 	: 
TOTAL,PCH_PRE,I551,RS	: 	: 	: 	12.21 	13.99 	3.56 	3.9 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,SE	3.87 	3.78 	3.72 	5.69 	7.29 	4.99 	3.2 	1.27 	2.71 	6.04 	-0.68 	0.42 	4.88 	6.52 	5.43 	1.6 	-0.3 	-1.9 	1.2 	3 	3.7 	6.6 	0.7 	0.6 	7.4 	16.4 	4.9 	-1.3 	-7.8 	-4.2 
TOTAL,PCH_PRE,I551,SI	: 	: 	12.1 	8.66 	9.13 	5.97 	1.5 	1.62 	6.64 	-0.56 	-5.32 	15.92 	8.42 	4.78 	3.75 	5.1 	3.2 	4.8 	0.4 	11 	-1.4 	-1.4 	2.6 	4.7 	0.8 	10.5 	4.2 	: 	: 	: 
TOTAL,PCH_PRE,I551,SK	13.16 	3.15 	7.03 	15.84 	17.3 	-7.86 	8.3 	6.38 	8.12 	5.42 	-17.69 	8.31 	4.67 	4.24 	7.46 	0 	-3.1 	11.5 	9.9 	2.3 	4.6 	12.3 	-10.1 	8.6 	11.7 	33.7 	-1.2 	-30.6 	-25.9 	: 
TOTAL,PCH_PRE,I551,TR	12.37 	: 	: 	-15.14 	6.15 	6.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551,UK	: 	: 	: 	-3.84 	: 	: 	2.17 	20.08 	-0.47 	-7.14 	2.84 	-2.91 	0.32 	-5.93 	8.92 	-3.8 	-7.6 	-0.2 	1 	36 	12.3 	-12.6 	-13 	1.6 	13.2 	15.6 	-1.3 	3.2 	-3.5 	: 
TOTAL,PCH_PRE,I551-I553,AT	3.06 	3.91 	4.03 	4.92 	5.06 	2.14 	1.9 	4.59 	4.06 	3.97 	-0.92 	4.61 	3.98 	3.73 	3.19 	1.8 	3.3 	1.8 	2.2 	4 	2 	5.9 	-0.2 	0.6 	-1.9 	-0.3 	-3.6 	0.4 	0.4 	4.5 
TOTAL,PCH_PRE,I551-I553,BE	2.83 	7.6 	7.29 	-4.01 	8.24 	3.45 	2 	1.87 	4.85 	6.08 	-1.5 	2.62 	2.64 	4.25 	1.45 	0.8 	0 	2.4 	0.8 	3 	3.3 	1 	2.9 	3.8 	4.3 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,BG	4.97 	4.53 	3.69 	14.61 	5.6 	1.69 	6.4 	11.28 	13.64 	0.09 	-12.7 	4.36 	12.02 	11.06 	14.43 	12.6 	17.9 	13 	0 	9.1 	-12.2 	8 	-17 	-11.2 	-6.7 	-10.6 	-10.2 	13.8 	-55.5 	: 
TOTAL,PCH_PRE,I551-I553,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1.3 	7.8 	2 	2.8 	5.1 	-2.1 	-3.7 	-30.8 	-2.8 	-0.2 	-9.7 	1.6 
TOTAL,PCH_PRE,I551-I553,CY	2.07 	7.83 	7.93 	17.88 	-2.27 	-0.79 	-5.6 	1.42 	2.7 	7.06 	-1.22 	-1.23 	1.68 	3.08 	1.46 	-2 	-7.7 	-9.7 	6.2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,CZ	3.54 	6.23 	8.76 	6.94 	10.32 	1.16 	2 	17.06 	5.62 	1.89 	-6.62 	-0.96 	1.85 	2.94 	1.16 	7.7 	8.9 	-7.7 	3.9 	-5.1 	-1.5 	3.6 	12.6 	44.7 	17.1 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,DE	3.28 	4.02 	4.04 	2.94 	3.85 	3.7 	1.6 	3.71 	5.35 	5.47 	-2.45 	2.42 	1.95 	3.87 	3.58 	5.4 	1.4 	-1.7 	-0.6 	6 	5.6 	3.3 	2.8 	1.7 	2.6 	2.1 	-2.4 	12.8 	3.3 	11.2 
TOTAL,PCH_PRE,I551-I553,DK	3.93 e	3.82 e	2.05 e	4.94 e	6.8 e	4.22 e	2.5 	1.89 	5.57 	4.52 	-7.5 	-0.71 	5.06 	4.8 	3.15 	2.2 	0.2 	2.2 	-0.1 	1.5 	0.4 	-0.9 	1.1 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,EA	3 	4.2 e	5.77 e	3.47 	4.9 	3.97 	: 	0.84 	4.83 	4.65 e	-4.83 	2.32 e	: 	5.12 e	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,EE	5.53 	1.31 	6.62 	6.84 	0.81 	3.56 	5 	4.18 	13.5 	11.86 	-9.7 	1.48 	3.72 	9 	7.83 	23.1 	11.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,EL	1.84 	23.43 	8.86 	3.43 	6.58 	12.72 	10.45 	-10.35 e	2.31 e	-1.46 e	25.84 e	-0.15 	14.7 	4.25 	10.56 	-2.9 	0.9 	-3.5 	-8.1 	6.5 	-0.4 	5.1 	13.7 	-2.4 	-3.1 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,ES	3.21 	1.09 	4.74 	7.95 	6.42 	5.78 	1.3 	-2.59 	4.33 	5.47 	-6.46 	-1.61 	1.89 	14.08 	4.57 	4.8 	5 	1.6 	0.7 	16.7 	27.2 	10.2 	5.9 	3.4 	5.8 	9.2 	4.6 	-4.4 	1.8 	0.8 
TOTAL,PCH_PRE,I551-I553,EU27_2007	3.4 e	4.01 e	6 e	3.26 	6.55 	3.14 e	2.41 e	4.94 	4.21 	2.83 e	-3.48 	1.77 e	: 	2.85 e	8.91 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,EU27_2020	3.18 	4.36 e	5.9 e	4.13 	5.47 	3.56 	: 	2.05 	4.66 	4.51 e	-4.83 e	: 	: 	4.76 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,EU28	3.43 e	4.06 e	6.1 e	3.35 	6.54 	3.18 e	2.46 e	5.26 	4.25 	2.74 e	-3.49 e	1.78 e	: 	2.85 e	8.86 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,FI	3.84 	1.46 	6.18 	3.48 	0.7 	-1.66 	-0.4 	1.5 	5.11 	4.5 	-4.64 	1.4 	4.82 	6 	2.04 	4.9 	0.7 	-0.7 	0.7 	3 	0.8 	2.5 	5.2 	-0.7 	3.9 	5.6 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,FR	1.84 	2.78 	6.08 	-0.15 	2.96 	-0.48 	3.3 	0.04 	18.22 	1.47 	-1.76 	-0.59 	2.09 	-0.72 	4.15 	3.7 	-1.7 	0.1 	3.4 	8.8 	4 	: 	: 	: 	0.2 	2.8 	-3 	8 	-0.1 	5.3 
TOTAL,PCH_PRE,I551-I553,HR	4.85 	7.12 	12.71 	9.11 	9.89 	5.55 	5.7 	35.47 	7.59 	-4.92 	-3.97 	0.61 	5.6 	2.36 	4.66 	6.1 	6 	4.8 	9.2 	33.4 	-11.3 	4.4 	26.2 	51.9 	-25.5 	39.1 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,HU	2.58 	5.27 	6.96 	6.73 	7.7 	8.75 	5.8 	16.1 	3.87 	2.15 	-6.54 	2.37 	4.06 	1.68 	6.76 	4.8 	2.3 	1.7 	-9.8 	6.2 	1.9 	16.3 	0.7 	3.3 	-1.6 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,IE	-2.79 e	: 	: 	-1.86 e	3.79 e	6.95 e	: 	26.2 u	-0.38 u	-6.71 u	: 	: 	: 	: 	: 	: 	: 	: 	: 	94 	6.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,IS	: 	: 	: 	16.25 	20.68 	38.73 	11 	13.84 	9.07 	-1.34 	10.75 	3.9 	7.79 	10.42 	2.23 	6.9 	7 	4.7 	-0.9 	8.1 	8.4 	8.1 	10.8 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,IT	2.56 	3.98 	5.35 	3.13 	6.42 	2.59 	0.1 	0.01 	4.97 	3.47 	-0.05 	-0.63 	3.34 	5.41 	2.69 	3.9 	0.8 	0.3 	2.2 	7.7 	2.8 	2.4 	1.8 	3.3 	4.2 	8.3 	-0.6 	1.3 	0.1 	2.5 
TOTAL,PCH_PRE,I551-I553,LI	14.73 	7.57 	14.39 	22.73 	-7.47 	2.54 	-6 	-11.29 	4.43 	-3.69 	-7.09 	0.5 	5.53 	7.15 	0.34 	0 	1.8 	-11.6 	-2.3 	4.5 	-1.2 	15 	-10.2 	-4.7 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,LT	11.53 	11.29 	6.16 	9.22 	4.95 	8.67 	9.9 	41.94 	15.83 	9.09 	-21.57 	2.61 	15.64 	16.35 	20.45 	33.6 	12.8 	11.1 	10.5 	-6.9 	-7.5 	6.1 	9.8 	-1.5 	-1.6 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,LU	2.3 	-1.46 	-0.5 	-2.87 	4.66 	9.44 	2.2 	9.27 	9.39 	-5.82 	-3.11 	-4.35 	1.17 	-0.64 	4.43 	1.6 	-1.7 	6.4 	-1.3 	-1.5 	10 	1.7 	7.5 	-5.2 	-0.9 	-3.8 	4.4 	-7.6 	0.7 	-2.2 
TOTAL,PCH_PRE,I551-I553,LV	1.59 	8.98 	11.88 	7.68 	1.95 	14.09 	11.8 	3.77 	20.85 	17.74 	-28.41 	4.61 	11.84 	15.18 	28.09 	18.7 	14 	13.9 	13.9 	10.9 	-1.1 	3.4 	23.7 	7.5 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,ME	: 	: 	-47.32 	5.88 	: 	: 	: 	129.96 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,MK	6.19 	11.72 	17.96 	5.51 	11.85 	4.91 	7.5 	4.18 	12.49 	-3.43 	-1.62 	: 	: 	: 	: 	: 	: 	28 	-46.6 	12.9 	-1.4 	19.3 	-3.9 	-7.1 	: 	: 	2.7 	-13.9 	-22.3 	: 
TOTAL,PCH_PRE,I551-I553,MT	2.03 	8.37 	12.96 	2.11 	2.02 	6.44 	8.1 	0.64 	5.13 	14.38 	-8.59 	2.38 	3.92 	1.08 	-2.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,NL	4.56 	3.97 	8.62 	4.19 	4.08 	5.3 	9.3 b	1.58 	2.19 	3.62 	-0.49 	-3.83 	6.16 	8.82 	2.03 	2.9 	-0.9 	-0.1 	-2.7 	1.2 	7.7 	20 	12 	2.2 	9.1 	3.5 	-0.2 	1.5 	0.8 	9.6 
TOTAL,PCH_PRE,I551-I553,NO	: 	: 	: 	6.52 	3.5 	0.4 	-0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-1 	0.3 	-0.1 	0.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,PL	5.23 	5.96 	6.25 	11.75 	7.41 	7.19 	3.4 	5.4 	4.96 	5.72 	-1.03 	3.21 	8.19 	5.51 	5.41 	7.5 	3.3 	-0.4 	-2.3 	16.6 	-15.8 	2.3 	1.9 	5.4 	10 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,PT	7.84 	5.33 	12.05 	10.8 	10.49 	12.58 	8.6 	-1.38 	2.39 	2.94 	-2.17 	2.54 	7.64 	6.44 	4.66 	3.8 	-0.8 	4.3 	-1.7 	3.2 	1.9 	10.9 	5.3 	2.2 	3.8 	7.2 	-6.5 	-3.8 	4.5 	6.5 
TOTAL,PCH_PRE,I551-I553,RO	3.6 	6.3 	10.43 	10.29 	17.23 	6.64 	3.5 	8.84 	15.79 	-1.11 	-13.81 	2.2 	12.16 	7.08 	2.95 	11.5 	4.3 	-0.6 	-0.9 	-3.7 	-8 	-3.1 	-13.2 	-6.7 	-20.6 	17.7 	-5.6 	-78.3 	200.6 	: 
TOTAL,PCH_PRE,I551-I553,RS	: 	: 	: 	13.05 	14.63 	2.44 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,SE	3.78 	2.89 	2.75 	3.63 	8.53 	5.06 	3.1 	0.21 	1.67 	2.75 	1.55 	-2.74 	6.83 	-4.22 	8.45 	5.8 	2.3 	3.1 	3.5 	26.7 	3.5 	-16.6 	-0.6 	: 	: 	15.6 	5 	-1.2 	-8.1 	-4.7 
TOTAL,PCH_PRE,I551-I553,SI	: 	: 	14.73 	9.94 	11.61 	4.03 	2.6 	6.92 	6.81 	0.56 	-3.63 	12.95 	8.06 	3.57 	2.65 	4.5 	3.8 	3.4 	7.2 	10.4 	-2.6 	-1.5 	10 	5.3 	-1.4 	10.8 	5.8 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,SK	14.23 	3.77 	6.95 	15.68 	15.84 	-7.83 	7.3 	5.48 	5.41 	0.42 	-17.03 	7.69 	5.33 	4.46 	5.68 	-3.8 	-2.3 	8.7 	13.2 	-0.2 	5.7 	20.7 	-7.6 	13.9 	4.8 	36.7 	-5 	-32.4 	-30.3 	: 
TOTAL,PCH_PRE,I551-I553,TR	12.38 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I551-I553,UK	: 	: 	: 	-1.9 	: 	: 	: 	36 	-1.51 	-9.91 	5.72 	-3.93 	-0.13 	-9.63 	22.49 	-5.9 	-7.5 	2.2 	-3.3 	16.8 	16.3 	-12.8 	-24.4 	3.6 	11.7 	17.6 	-2.7 	4 	-2.8 	-40.9 
TOTAL,PCH_PRE,I552,AT	5.34 	6.63 	4.18 	8.17 	4.87 	2.83 	2.58 	6.56 b	4.89 	1.25 	2.71 	7.67 	3.12 	3.22 	2.02 	0.8 	7 	5.8 	3.7 	3.4 	8.2 	33.3 	-6.6 	1.4 	66.5 	-1.7 	1.2 	1.8 	-39.8 	74.7 
TOTAL,PCH_PRE,I552,BE	5.21 	8.41 	3.38 	6.19 	28.49 	3.12 	2.9 	9.53 b	1.75 	1.21 	-1.83 	0.57 	0.02 	-0.83 	0.11 	-2 	0.3 	1.3 	2.8 	0.4 	1.2 	-1.8 	46 	-31.1 	77.6 	3.2 	3.1 	: 	: 	: 
TOTAL,PCH_PRE,I552,BG	5.24 	7.37 	4 	12.65 	9.64 	1.69 	4.4 	55.97 b	7.06 	-8.54 	-2.33 	-1.47 	8.81 	64.12 	15.1 	8 	24.3 	-12.8 	-2.1 	-16.1 	-14.6 	9.2 	-34.6 	-9.7 	-7 	2 	-24.5 	-13.8 	-58.9 	: 
TOTAL,PCH_PRE,I552,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.6 	1.1 	1.9 	7.1 	1.9 	-4.7 	-0.1 	-97.1 	0.9 	0.3 	-46.9 	95.6 
TOTAL,PCH_PRE,I552,CY	: 	: 	: 	: 	: 	: 	: 	-100 b	4.03 	0.07 	269.12 	-12.62 	-9.3 	-17.32 	31.4 	12.9 	8.4 	519.7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TOTAL,PCH_PRE,I552,CZ	3.38 	9.36 	5.14 	1.54 	11.04 	-2.11 	6 	25.24 b	2 	-5.99 	-8.28 	-8.03 	-8.29 	3.6 	-4.06 	-2.6 	15.6 	-5.1 	-4.1 	-18.4 	-17.5 	20.6 	19.4 	114.3 	13.1 	: 	: 	: 	: 	: 
